43.783084, -79.317237
43.781572, -79.316918
43.784107, -79.315649
43.783061, -79.315878
43.782901, -79.31555
43.783506, -79.316103
43.754048, -79.306348
43.752762, -79.3075
43.751558, -79.307163
43.798854, -79.324094
43.804279, -79.318909
43.80652, -79.318998
43.806542, -79.318967
43.805995, -79.318922
43.805988, -79.318969
43.806089, -79.318355
43.806084, -79.318399
43.808652, -79.330039
43.808198, -79.329004
43.747246, -79.259811
43.755676, -79.242054
43.754636, -79.239047
43.764834, -79.237391
43.765725, -79.23762
43.780891, -79.24663
43.780658, -79.247093
43.772423, -79.253977
43.784952, -79.263048
43.787931, -79.252293
43.786899, -79.249619
43.807152, -79.277626
43.822939, -79.281313
43.823849, -79.280753
43.823509, -79.278609
43.824027, -79.279528
43.821456, -79.280227
43.821359, -79.269072
43.822253, -79.269452
43.823412, -79.269033
43.781669, -79.227087
43.781514, -79.227912
43.78103, -79.228776
43.79738, -79.207436
43.765883, -79.222635
43.765534, -79.221984
43.76521, -79.222112
43.834856, -79.229123
43.813748, -79.218415
43.810217, -79.218423
43.809588, -79.218056
43.809263, -79.216812
43.810241, -79.217037
43.810787, -79.230571
43.810343, -79.229258
43.81168, -79.229769
43.812372, -79.224745
43.814025, -79.224777
43.814379, -79.225144
43.8138, -79.225862
43.803697, -79.231736
43.804542, -79.231911
43.811631, -79.210424
43.811833, -79.209264
43.816393, -79.206701
43.81579, -79.205288
43.816526, -79.205023
43.787539, -79.21018
43.78849, -79.209946
43.792503, -79.206239
43.79262, -79.233749
43.793497, -79.227028
43.793586, -79.22765
43.760537, -79.191491
43.75938, -79.189784
43.766642, -79.169282
43.762227, -79.180863
43.760594, -79.180901
43.767388, -79.182003
43.774259, -79.172843
43.774233, -79.173788
43.774799, -79.174115
43.767383, -79.193181
43.820966, -79.209986
43.821205, -79.209164
43.823619, -79.218766
43.801378, -79.172313
43.801611, -79.170499
43.798582, -79.150592
43.79853, -79.15129
43.800856, -79.147169
43.802502, -79.165918
43.801723, -79.165178
43.809061, -79.172955
43.795161, -79.138445
43.769224, -79.161764
43.770334, -79.16204
43.791458, -79.145054
43.791454, -79.145063
43.791205, -79.144916
43.791214, -79.144917
43.791706, -79.144876
43.792419, -79.146518
43.792041, -79.145921
43.792307, -79.147089
43.790636, -79.145178
43.791197, -79.145981
43.791457, -79.146468
43.791543, -79.146826
43.790262, -79.146357
43.79011, -79.145733
43.789556, -79.145712
43.792254, -79.145051
43.79304, -79.145399
43.793501, -79.145933
43.791686, -79.144575
43.780205, -79.140698
43.780103, -79.139809
43.780952, -79.139789
43.781015, -79.140492
43.781619, -79.141715
43.78932, -79.16669
43.788453, -79.1672
43.787504, -79.16689
43.785427, -79.149145
43.794186, -79.11889
43.79393, -79.11957
43.793612, -79.119663
43.791147, -79.121215
43.790379, -79.121786
43.792134, -79.126029
43.79144, -79.126272
43.791562, -79.125469
43.776415, -79.135578
43.776129, -79.135168
43.775789, -79.135095
43.77629, -79.134374
43.777782, -79.13309
43.791402, -79.139411
43.778543, -79.213078
43.778387, -79.21409
43.779873, -79.169264
43.779298, -79.167213
43.778566, -79.166928
43.777544, -79.164895
43.776672, -79.161706
43.775007, -79.158269
